Initializing ElGamal Parameters...
Starting server...
Server started on port 8183
DiskIOLoadSingleBlockCiphertextFromDisk: 26866 ns
ServerComputation:ParallelMultiplyCiphertexts: 1139069 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45113 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25975 ns
ServerComputation:ParallelMultiplyCiphertexts: 1185870 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43834 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25349 ns
ServerComputation:ParallelMultiplyCiphertexts: 1201543 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43821 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25298 ns
ServerComputation:ParallelMultiplyCiphertexts: 1199743 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44934 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 31307 ns
ServerComputation:ParallelMultiplyCiphertexts: 1169784 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43949 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23232 ns
ServerComputation:ParallelMultiplyCiphertexts: 1175618 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 50628 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27739 ns
ServerComputation:ParallelMultiplyCiphertexts: 1188272 ns
